game_number,payout,lifestyle_bonus,total_payout,lifestyle_bonuses,cards_drawn,draw_order,card_stack,suit_counts,life,wild,death,super_death,longest_suit_count,best_payout,best_payout_card_count
7151,0.2,0.0,0.2,0,3,"['life1', 'life3', 'death6']","{'suits': {1: ['life1'], 2: [], 3: ['life3'], 4: [], 5: [], 6: ['death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",2,0,1,0,1,0.2,"[life1, life3, death6]"
7152,0.0,0.0,0.0,0,1,['death5'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7153,0.6,0.5,1.1,1,6,"['life9', 'life10', 'life9', 'life6', 'wild', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['life6'], 7: [], 8: ['death8'], 9: ['life9', 'life9', 'wild'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 1, 9: 3, 10: 1}",4,1,1,0,3,0.6,"[life9, life10, life9, life6, wild, death8]"
7154,1.2,0.5,1.7,1,8,"['life6', 'super_life6', 'life1', 'life10', 'wild', 'life5', 'life9', 'death3']","{'suits': {1: ['life1'], 2: [], 3: ['death3'], 4: [], 5: ['life5'], 6: ['life6', 'super_life6', 'wild'], 7: [], 8: [], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 6: 3, 7: 0, 8: 0, 9: 1, 10: 1}",6,1,1,0,3,1.2,"[life6, super_life6, life1, life10, wild, life5, life9, death3]"
7155,1.0,0.1,1.1,1,7,"['life1', 'life6', 'life9', 'life8', 'life7', 'super_life1', 'death10']","{'suits': {1: ['life1', 'super_life1'], 2: [], 3: [], 4: [], 5: [], 6: ['life6'], 7: ['life7'], 8: ['life8'], 9: ['life9'], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1}",6,0,1,0,2,1.0,"[life1, life6, life9, life8, life7, super_life1, death10]"
7156,0.0,0.0,0.0,0,1,['death3'],"{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7157,0.3,0.0,0.3,0,4,"['life10', 'life2', 'life4', 'death7']","{'suits': {1: [], 2: ['life2'], 3: [], 4: ['life4'], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 1}",3,0,1,0,1,0.3,"[life10, life2, life4, death7]"
7158,0.0,0.0,0.0,0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7159,1.5,0.1,1.6,1,8,"['super_life6', 'life8', 'super_life10', 'life4', 'life6', 'life5', 'life3', 'death2']","{'suits': {1: [], 2: ['death2'], 3: ['life3'], 4: ['life4'], 5: ['life5'], 6: ['super_life6', 'life6'], 7: [], 8: ['life8'], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 1, 5: 1, 6: 2, 7: 0, 8: 1, 9: 0, 10: 1}",7,0,1,0,2,1.5,"[super_life6, life8, super_life10, life4, life6, life5, life3, death2]"
7160,0.1,0.0,0.1,0,2,"['life7', 'death2']","{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",1,0,1,0,1,0.1,"[life7, death2]"
7161,0.1,0.0,0.1,0,2,"['life5', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: ['life5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,1,0.1,"[life5, death4]"
7162,0.0,0.0,0.0,0,1,['death2'],"{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7163,1.1,0.1,1.2,1,4,"['super_life4', 'super_life8', 'life10', 'death10']","{'suits': {1: [], 2: [], 3: [], 4: ['super_life4'], 5: [], 6: [], 7: [], 8: ['super_life8'], 9: [], 10: ['life10', 'death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 2}",3,0,1,0,2,1.1,"[super_life4, super_life8, life10, death10]"
7164,1.2,0.0,1.2,0,5,"['super_life4', 'life1', 'super_life10', 'life9', 'death6']","{'suits': {1: ['life1'], 2: [], 3: [], 4: ['super_life4'], 5: [], 6: ['death6'], 7: [], 8: [], 9: ['life9'], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 1, 5: 0, 6: 1, 7: 0, 8: 0, 9: 1, 10: 1}",4,0,1,0,1,1.2,"[super_life4, life1, super_life10, life9, death6]"
7165,1.2,0.7,1.9,3,9,"['super_life3', 'life6', 'life8', 'life1', 'life6', 'life3', 'life3', 'life8', 'death10']","{'suits': {1: ['life1'], 2: [], 3: ['super_life3', 'life3', 'life3'], 4: [], 5: [], 6: ['life6', 'life6'], 7: [], 8: ['life8', 'life8'], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 3, 4: 0, 5: 0, 6: 2, 7: 0, 8: 2, 9: 0, 10: 1}",8,0,1,0,3,1.2,"[super_life3, life6, life8, life1, life6, life3, life3, life8, death10]"
7166,2.4,1.1,3.5,3,11,"['life6', 'wild', 'life4', 'life3', 'super_life9', 'life1', 'life7', 'wild', 'super_life6', 'super_life4', 'death3']","{'suits': {1: ['life1'], 2: [], 3: ['life3', 'death3'], 4: ['life4', 'super_life4', 'wild'], 5: [], 6: ['life6', 'super_life6', 'wild'], 7: ['life7'], 8: [], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 2, 4: 3, 5: 0, 6: 3, 7: 1, 8: 0, 9: 1, 10: 0}",8,2,1,0,3,2.4,"[life6, wild, life4, life3, super_life9, life1, life7, wild, super_life6, super_life4, death3]"
7167,2.7,1.0,3.7,2,10,"['life4', 'life9', 'life8', 'wild', 'super_life9', 'life10', 'super_wild', 'super_life8', 'life5', 'death2']","{'suits': {1: [], 2: ['death2'], 3: [], 4: ['life4'], 5: ['life5'], 6: [], 7: [], 8: ['life8', 'super_life8', 'super_wild'], 9: ['life9', 'super_life9', 'wild'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 1, 5: 1, 6: 0, 7: 0, 8: 3, 9: 3, 10: 1}",7,2,1,0,3,2.7,"[life4, life9, life8, wild, super_life9, life10, super_wild, super_life8, life5, death2]"
7168,0.1,0.0,0.1,0,2,"['life6', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: ['life6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,1,0.1,"[life6, death4]"
7169,0.3,0.0,0.3,0,4,"['life3', 'life1', 'life7', 'death6']","{'suits': {1: ['life1'], 2: [], 3: ['life3'], 4: [], 5: [], 6: ['death6'], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0, 9: 0, 10: 0}",3,0,1,0,1,0.3,"[life3, life1, life7, death6]"
7170,0.3,0.1,0.4,1,3,"['life10', 'wild', 'death9']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: ['life10', 'wild']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 2}",1,1,1,0,2,0.3,"[life10, wild, death9]"
7171,0.5,0.0,0.5,0,2,"['super_life6', 'death1']","{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: ['super_life6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,1,0.5,"[super_life6, death1]"
7172,1.9,0.7,2.6,3,12,"['life9', 'super_life9', 'life9', 'life4', 'life6', 'life3', 'life8', 'super_life1', 'life1', 'life5', 'life2', 'death5']","{'suits': {1: ['super_life1', 'life1'], 2: ['life2'], 3: ['life3'], 4: ['life4'], 5: ['life5', 'death5'], 6: ['life6'], 7: [], 8: ['life8'], 9: ['life9', 'super_life9', 'life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 2, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 0, 8: 1, 9: 3, 10: 0}",11,0,1,0,3,1.9,"[life9, super_life9, life9, life4, life6, life3, life8, super_life1, life1, life5, life2, death5]"
7173,0.0,0.0,0.0,0,1,['death3'],"{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7174,0.1,0.0,0.1,0,2,"['life3', 'death10']","{'suits': {1: [], 2: [], 3: ['life3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",1,0,1,0,1,0.1,"[life3, death10]"
7175,1.3,0.0,1.3,0,6,"['super_life2', 'life1', 'life3', 'life5', 'super_life4', 'death9']","{'suits': {1: ['life1'], 2: ['super_life2'], 3: ['life3'], 4: ['super_life4'], 5: ['life5'], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",5,0,1,0,1,1.3,"[super_life2, life1, life3, life5, super_life4, death9]"
7176,0.3,0.1,0.4,1,3,"['wild', 'life9', 'death10']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['life9', 'wild'], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 1}",1,1,1,0,2,0.3,"[wild, life9, death10]"
7177,0.1,0.0,0.1,0,2,"['life6', 'death1']","{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: ['life6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,1,0.1,"[life6, death1]"
7178,0.8,0.1,0.9,1,5,"['life1', 'life1', 'super_life5', 'life6', 'death4']","{'suits': {1: ['life1', 'life1'], 2: [], 3: [], 4: ['death4'], 5: ['super_life5'], 6: ['life6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 0, 4: 1, 5: 1, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",4,0,1,0,2,0.8,"[life1, life1, super_life5, life6, death4]"
7179,0.6,0.1,0.7,1,3,"['super_life9', 'life9', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['super_life9', 'life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 0}",2,0,1,0,2,0.6,"[super_life9, life9, death3]"
7180,0.5,0.0,0.5,0,6,"['life6', 'life4', 'life10', 'life1', 'life5', 'death2']","{'suits': {1: ['life1'], 2: ['death2'], 3: [], 4: ['life4'], 5: ['life5'], 6: ['life6'], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 1, 5: 1, 6: 1, 7: 0, 8: 0, 9: 0, 10: 1}",5,0,1,0,1,0.5,"[life6, life4, life10, life1, life5, death2]"
7181,1.1,0.1,1.2,1,7,"['life7', 'life2', 'super_life10', 'wild', 'life6', 'life5', 'death4']","{'suits': {1: [], 2: ['life2'], 3: [], 4: ['death4'], 5: ['life5'], 6: ['life6'], 7: ['life7', 'wild'], 8: [], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 1, 5: 1, 6: 1, 7: 2, 8: 0, 9: 0, 10: 1}",5,1,1,0,2,1.1,"[life7, life2, super_life10, wild, life6, life5, death4]"
7182,0.0,0.0,0.0,1,7,"['super_wild', 'super_life9', 'super_life7', 'life6', 'life6', 'life8', 'super_death']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['life6', 'life6', 'super_wild'], 7: ['super_life7'], 8: ['life8'], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 3, 7: 1, 8: 1, 9: 1, 10: 0}",5,1,1,1,3,2.3,"[super_wild, super_life9, super_life7, life6, life6, life8, super_death]"
7183,0.8,1.0,1.8,1,8,"['life7', 'life5', 'life10', 'life7', 'wild', 'life9', 'life3', 'death7']","{'suits': {1: [], 2: [], 3: ['life3'], 4: [], 5: ['life5'], 6: [], 7: ['life7', 'life7', 'death7', 'wild'], 8: [], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 4, 8: 0, 9: 1, 10: 1}",6,1,1,0,4,0.8,"[life7, life5, life10, life7, wild, life9, life3, death7]"
7184,2.2,1.2,3.4,3,11,"['life4', 'life7', 'super_life4', 'super_life7', 'life7', 'life5', 'life3', 'super_life9', 'life6', 'life5', 'death7']","{'suits': {1: [], 2: [], 3: ['life3'], 4: ['life4', 'super_life4'], 5: ['life5', 'life5'], 6: ['life6'], 7: ['life7', 'super_life7', 'life7', 'death7'], 8: [], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 2, 5: 2, 6: 1, 7: 4, 8: 0, 9: 1, 10: 0}",10,0,1,0,4,2.2,"[life4, life7, super_life4, super_life7, life7, life5, life3, super_life9, life6, life5, death7]"
7185,0.0,0.0,0.0,0,1,['super_death'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,1,0,0.0,0
7186,0.0,0.0,0.0,1,7,"['life3', 'life9', 'life10', 'life1', 'wild', 'life7', 'super_death']","{'suits': {1: ['life1'], 2: [], 3: ['life3', 'wild'], 4: [], 5: [], 6: [], 7: ['life7'], 8: [], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 1, 2: 0, 3: 2, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 1}",5,1,1,1,2,0.7,"[life3, life9, life10, life1, wild, life7, super_death]"
7187,0.7,0.1,0.8,1,3,"['super_life9', 'wild', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: ['super_life9', 'wild'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 2, 10: 0}",1,1,1,0,2,0.7,"[super_life9, wild, death7]"
7188,0.0,0.0,0.0,0,1,['death7'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7189,0.1,0.0,0.1,0,2,"['life10', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",1,0,1,0,1,0.1,"[life10, death4]"
7190,0.0,0.0,0.0,0,1,['death7'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7191,0.6,0.0,0.6,0,3,"['super_life7', 'life2', 'death9']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: [], 6: [], 7: ['super_life7'], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",2,0,1,0,1,0.6,"[super_life7, life2, death9]"
7192,0.6,0.1,0.7,1,3,"['life1', 'super_life1', 'death2']","{'suits': {1: ['life1', 'super_life1'], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 2, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",2,0,1,0,2,0.6,"[life1, super_life1, death2]"
7193,0.6,0.0,0.6,0,3,"['life3', 'super_life8', 'death4']","{'suits': {1: [], 2: [], 3: ['life3'], 4: ['death4'], 5: [], 6: [], 7: [], 8: ['super_life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",2,0,1,0,1,0.6,"[life3, super_life8, death4]"
7194,1.1,0.0,1.1,0,4,"['super_life5', 'life9', 'super_life2', 'death8']","{'suits': {1: [], 2: ['super_life2'], 3: [], 4: [], 5: ['super_life5'], 6: [], 7: [], 8: ['death8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 1, 9: 1, 10: 0}",3,0,1,0,1,1.1,"[super_life5, life9, super_life2, death8]"
7195,1.1,0.0,1.1,0,4,"['life8', 'super_life9', 'super_life10', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: ['life8'], 9: ['super_life9'], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 1, 9: 1, 10: 1}",3,0,1,0,1,1.1,"[life8, super_life9, super_life10, death5]"
7196,0.2,0.1,0.3,1,3,"['life5', 'life5', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: ['life5', 'life5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 2, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",2,0,1,0,2,0.2,"[life5, life5, death3]"
7197,1.6,0.0,1.6,0,5,"['life3', 'super_life7', 'super_life4', 'super_life9', 'death5']","{'suits': {1: [], 2: [], 3: ['life3'], 4: ['super_life4'], 5: ['death5'], 6: [], 7: ['super_life7'], 8: [], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 1, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",4,0,1,0,1,1.6,"[life3, super_life7, super_life4, super_life9, death5]"
7198,1.4,0.6,2.0,2,10,"['life1', 'super_life4', 'life9', 'life1', 'life6', 'wild', 'life8', 'life7', 'life10', 'death4']","{'suits': {1: ['life1', 'life1', 'wild'], 2: [], 3: [], 4: ['super_life4', 'death4'], 5: [], 6: ['life6'], 7: ['life7'], 8: ['life8'], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 3, 2: 0, 3: 0, 4: 2, 5: 0, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1}",8,1,1,0,3,1.4,"[life1, super_life4, life9, life1, life6, wild, life8, life7, life10, death4]"
7199,0.0,0.0,0.0,0,1,['death8'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7200,0.1,0.1,0.2,1,2,"['life3', 'death3']","{'suits': {1: [], 2: [], 3: ['life3', 'death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 2, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,2,0.1,"[life3, death3]"
7201,0.2,0.0,0.2,0,3,"['life8', 'life6', 'death1']","{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: ['life6'], 7: [], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",2,0,1,0,1,0.2,"[life8, life6, death1]"
7202,1.5,0.6,2.1,2,8,"['super_life10', 'super_life7', 'life3', 'life10', 'life3', 'life2', 'life10', 'death1']","{'suits': {1: ['death1'], 2: ['life2'], 3: ['life3', 'life3'], 4: [], 5: [], 6: [], 7: ['super_life7'], 8: [], 9: [], 10: ['super_life10', 'life10', 'life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 2, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 3}",7,0,1,0,3,1.5,"[super_life10, super_life7, life3, life10, life3, life2, life10, death1]"
7203,0.1,0.0,0.1,0,2,"['life8', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: [], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",1,0,1,0,1,0.1,"[life8, death6]"
7204,0.5,0.2,0.7,2,6,"['life2', 'life2', 'life5', 'life9', 'life10', 'death5']","{'suits': {1: [], 2: ['life2', 'life2'], 3: [], 4: [], 5: ['life5', 'death5'], 6: [], 7: [], 8: [], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 0, 4: 0, 5: 2, 6: 0, 7: 0, 8: 0, 9: 1, 10: 1}",5,0,1,0,2,0.5,"[life2, life2, life5, life9, life10, death5]"
7205,0.5,0.0,0.5,0,2,"['super_life3', 'death8']","{'suits': {1: [], 2: [], 3: ['super_life3'], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",1,0,1,0,1,0.5,"[super_life3, death8]"
7206,0.2,0.0,0.2,0,3,"['life7', 'life4', 'death9']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: [], 7: ['life7'], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",2,0,1,0,1,0.2,"[life7, life4, death9]"
7207,1.3,0.2,1.5,2,6,"['super_life1', 'super_life10', 'life3', 'life5', 'life5', 'death3']","{'suits': {1: ['super_life1'], 2: [], 3: ['life3', 'death3'], 4: [], 5: ['life5', 'life5'], 6: [], 7: [], 8: [], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 2, 4: 0, 5: 2, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",5,0,1,0,2,1.3,"[super_life1, super_life10, life3, life5, life5, death3]"
7208,0.2,0.0,0.2,0,3,"['life7', 'life6', 'death9']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['life6'], 7: ['life7'], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0, 9: 1, 10: 0}",2,0,1,0,1,0.2,"[life7, life6, death9]"
7209,0.0,0.0,0.0,0,1,['death3'],"{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7210,2.8,0.7,3.5,3,12,"['life1', 'life6', 'life7', 'life2', 'super_life2', 'life3', 'life8', 'super_wild', 'life4', 'life4', 'super_life10', 'death8']","{'suits': {1: ['life1'], 2: ['life2', 'super_life2', 'super_wild'], 3: ['life3'], 4: ['life4', 'life4'], 5: [], 6: ['life6'], 7: ['life7'], 8: ['life8', 'death8'], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 3, 3: 1, 4: 2, 5: 0, 6: 1, 7: 1, 8: 2, 9: 0, 10: 1}",10,1,1,0,3,2.8,"[life1, life6, life7, life2, super_life2, life3, life8, super_wild, life4, life4, super_life10, death8]"
