game_number,payout,lifestyle_bonus,total_payout,lifestyle_bonuses,cards_drawn,draw_order,card_stack,suit_counts,life,wild,death,super_death,longest_suit_count,best_payout,best_payout_card_count
6123,1.9,1.0,2.9,2,11,"['wild', 'life4', 'life3', 'super_life7', 'life7', 'life6', 'life6', 'life5', 'life2', 'super_life8', 'death6']","{'suits': {1: [], 2: ['life2'], 3: ['life3'], 4: ['life4'], 5: ['life5'], 6: ['life6', 'life6', 'death6'], 7: ['super_life7', 'life7', 'wild'], 8: ['super_life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 1, 5: 1, 6: 3, 7: 3, 8: 1, 9: 0, 10: 0}",9,1,1,0,3,1.9,"[wild, life4, life3, super_life7, life7, life6, life6, life5, life2, super_life8, death6]"
6124,0.0,0.0,0.0,0,2,"['wild', 'super_death']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': ['wild'], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,1,1,1,0,0.2,"[wild, super_death]"
6125,0.0,0.0,0.0,0,3,"['life5', 'life9', 'super_death']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['life5'], 6: [], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",2,0,1,1,1,0.2,"[life5, life9, super_death]"
6126,2.3,0.6,2.9,2,11,"['life5', 'life3', 'life10', 'wild', 'life2', 'life4', 'life1', 'super_life5', 'super_life7', 'super_life6', 'death6']","{'suits': {1: ['life1'], 2: ['life2'], 3: ['life3'], 4: ['life4'], 5: ['life5', 'super_life5', 'wild'], 6: ['super_life6', 'death6'], 7: ['super_life7'], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 3, 6: 2, 7: 1, 8: 0, 9: 0, 10: 1}",9,1,1,0,3,2.3,"[life5, life3, life10, wild, life2, life4, life1, super_life5, super_life7, super_life6, death6]"
6127,0.3,0.0,0.3,0,4,"['life2', 'life3', 'life9', 'death5']","{'suits': {1: [], 2: ['life2'], 3: ['life3'], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",3,0,1,0,1,0.3,"[life2, life3, life9, death5]"
6128,0.0,0.0,0.0,1,9,"['super_life2', 'life5', 'life4', 'life9', 'life6', 'life10', 'life5', 'super_wild', 'super_death']","{'suits': {1: [], 2: ['super_life2'], 3: [], 4: ['life4'], 5: ['life5', 'life5', 'super_wild'], 6: ['life6'], 7: [], 8: [], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 1, 3: 0, 4: 1, 5: 3, 6: 1, 7: 0, 8: 0, 9: 1, 10: 1}",7,1,1,1,3,2.1,"[super_life2, life5, life4, life9, life6, life10, life5, super_wild, super_death]"
6129,0.6,0.1,0.7,1,6,"['wild', 'life1', 'life3', 'life8', 'life4', 'death7']","{'suits': {1: ['life1', 'wild'], 2: [], 3: ['life3'], 4: ['life4'], 5: [], 6: [], 7: ['death7'], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 1, 4: 1, 5: 0, 6: 0, 7: 1, 8: 1, 9: 0, 10: 0}",4,1,1,0,2,0.6,"[wild, life1, life3, life8, life4, death7]"
6130,0.0,0.0,0.0,0,1,['death3'],"{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
6131,0.0,0.0,0.0,0,8,"['super_life5', 'life6', 'life8', 'life2', 'life3', 'life10', 'life7', 'super_death']","{'suits': {1: [], 2: ['life2'], 3: ['life3'], 4: [], 5: ['super_life5'], 6: ['life6'], 7: ['life7'], 8: ['life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 1, 6: 1, 7: 1, 8: 1, 9: 0, 10: 1}",7,0,1,1,1,1.1,"[super_life5, life6, life8, life2, life3, life10, life7, super_death]"
6132,0.5,0.0,0.5,0,2,"['super_life3', 'death5']","{'suits': {1: [], 2: [], 3: ['super_life3'], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,1,0.5,"[super_life3, death5]"
6133,0.2,0.0,0.2,0,3,"['life4', 'life3', 'death1']","{'suits': {1: ['death1'], 2: [], 3: ['life3'], 4: ['life4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",2,0,1,0,1,0.2,"[life4, life3, death1]"
6134,0.0,0.0,0.0,0,1,['death2'],"{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
6135,0.0,0.0,0.0,0,1,['super_death'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,1,0,0.0,0
6136,0.3,0.0,0.3,0,4,"['life3', 'life1', 'life6', 'death8']","{'suits': {1: ['life1'], 2: [], 3: ['life3'], 4: [], 5: [], 6: ['life6'], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",3,0,1,0,1,0.3,"[life3, life1, life6, death8]"
6137,0.1,0.0,0.1,0,2,"['life2', 'death9']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",1,0,1,0,1,0.1,"[life2, death9]"
6138,0.0,0.0,0.0,0,2,"['life7', 'super_death']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",1,0,1,1,1,0.1,"[life7, super_death]"
6139,1.1,0.1,1.2,1,3,"['super_wild', 'life10', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: ['life10', 'super_wild']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 2}",1,1,1,0,2,1.1,"[super_wild, life10, death5]"
6140,0.8,0.1,0.9,1,4,"['super_life1', 'wild', 'life5', 'death10']","{'suits': {1: ['super_life1', 'wild'], 2: [], 3: [], 4: [], 5: ['life5'], 6: [], 7: [], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",2,1,1,0,2,0.8,"[super_life1, wild, life5, death10]"
6141,0.5,0.0,0.5,0,2,"['super_life10', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",1,0,1,0,1,0.5,"[super_life10, death4]"
6142,0.9,0.1,1.0,1,5,"['life9', 'super_life5', 'life7', 'wild', 'death1']","{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: ['super_life5'], 6: [], 7: ['life7'], 8: [], 9: ['life9', 'wild'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 2, 10: 0}",3,1,1,0,2,0.9,"[life9, super_life5, life7, wild, death1]"
6143,1.7,0.7,2.4,3,9,"['life7', 'super_life3', 'wild', 'life4', 'super_life2', 'life3', 'life1', 'life4', 'death7']","{'suits': {1: ['life1'], 2: ['super_life2'], 3: ['super_life3', 'life3', 'wild'], 4: ['life4', 'life4'], 5: [], 6: [], 7: ['life7', 'death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 3, 4: 2, 5: 0, 6: 0, 7: 2, 8: 0, 9: 0, 10: 0}",7,1,1,0,3,1.7,"[life7, super_life3, wild, life4, super_life2, life3, life1, life4, death7]"
6144,3.2,5.7,8.9,4,16,"['super_life7', 'super_life1', 'life7', 'life6', 'super_life4', 'life8', 'life4', 'life6', 'life4', 'life5', 'life7', 'life3', 'life7', 'wild', 'super_life9', 'death1']","{'suits': {1: ['super_life1', 'death1'], 2: [], 3: ['life3'], 4: ['super_life4', 'life4', 'life4'], 5: ['life5'], 6: ['life6', 'life6'], 7: ['super_life7', 'life7', 'life7', 'life7', 'wild'], 8: ['life8'], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 1, 4: 3, 5: 1, 6: 2, 7: 5, 8: 1, 9: 1, 10: 0}",14,1,1,0,5,3.2,"[super_life7, super_life1, life7, life6, super_life4, life8, life4, life6, life4, life5, life7, life3, life7, wild, super_life9, death1]"
6145,1.6,0.1,1.7,1,4,"['super_wild', 'super_life1', 'life3', 'death6']","{'suits': {1: ['super_life1', 'super_wild'], 2: [], 3: ['life3'], 4: [], 5: [], 6: ['death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",2,1,1,0,2,1.6,"[super_wild, super_life1, life3, death6]"
6146,0.1,0.0,0.1,0,2,"['life9', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",1,0,1,0,1,0.1,"[life9, death5]"
6147,1.4,0.6,2.0,2,5,"['super_wild', 'life7', 'life3', 'wild', 'death3']","{'suits': {1: [], 2: [], 3: ['life3', 'death3', 'wild'], 4: [], 5: [], 6: [], 7: ['life7', 'super_wild'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 3, 4: 0, 5: 0, 6: 0, 7: 2, 8: 0, 9: 0, 10: 0}",2,2,1,0,3,1.4,"[super_wild, life7, life3, wild, death3]"
6148,0.0,0.0,0.0,0,5,"['super_life8', 'life7', 'life5', 'super_life3', 'super_death']","{'suits': {1: [], 2: [], 3: ['super_life3'], 4: [], 5: ['life5'], 6: [], 7: ['life7'], 8: ['super_life8'], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 1, 9: 0, 10: 0}",4,0,1,1,1,1.2,"[super_life8, life7, life5, super_life3, super_death]"
6149,1.5,0.7,2.2,3,12,"['life3', 'life8', 'super_life4', 'life9', 'life2', 'life2', 'life4', 'life6', 'life7', 'life6', 'life1', 'death4']","{'suits': {1: ['life1'], 2: ['life2', 'life2'], 3: ['life3'], 4: ['super_life4', 'life4', 'death4'], 5: [], 6: ['life6', 'life6'], 7: ['life7'], 8: ['life8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 2, 3: 1, 4: 3, 5: 0, 6: 2, 7: 1, 8: 1, 9: 1, 10: 0}",11,0,1,0,3,1.5,"[life3, life8, super_life4, life9, life2, life2, life4, life6, life7, life6, life1, death4]"
6150,0.5,0.0,0.5,0,2,"['super_life1', 'death9']","{'suits': {1: ['super_life1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",1,0,1,0,1,0.5,"[super_life1, death9]"
6151,1.5,0.6,2.1,2,7,"['life1', 'life5', 'life9', 'super_life3', 'super_life9', 'wild', 'death5']","{'suits': {1: ['life1'], 2: [], 3: ['super_life3'], 4: [], 5: ['life5', 'death5'], 6: [], 7: [], 8: [], 9: ['life9', 'super_life9', 'wild'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 0, 5: 2, 6: 0, 7: 0, 8: 0, 9: 3, 10: 0}",5,1,1,0,3,1.5,"[life1, life5, life9, super_life3, super_life9, wild, death5]"
6152,0.1,0.0,0.1,0,2,"['life7', 'death1']","{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",1,0,1,0,1,0.1,"[life7, death1]"
6153,1.3,0.7,2.0,3,9,"['life7', 'life4', 'life6', 'life6', 'wild', 'super_life8', 'life8', 'life10', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: ['life6', 'life6', 'wild'], 7: ['life7', 'death7'], 8: ['super_life8', 'life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 3, 7: 2, 8: 2, 9: 0, 10: 1}",7,1,1,0,3,1.3,"[life7, life4, life6, life6, wild, super_life8, life8, life10, death7]"
6154,0.3,0.1,0.4,1,3,"['life4', 'wild', 'death10']","{'suits': {1: [], 2: [], 3: [], 4: ['life4', 'wild'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 2, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",1,1,1,0,2,0.3,"[life4, wild, death10]"
6155,1.4,0.5,1.9,1,7,"['super_life1', 'life1', 'life9', 'life10', 'super_life6', 'life7', 'death1']","{'suits': {1: ['super_life1', 'life1', 'death1'], 2: [], 3: [], 4: [], 5: [], 6: ['super_life6'], 7: ['life7'], 8: [], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 3, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0, 9: 1, 10: 1}",6,0,1,0,3,1.4,"[super_life1, life1, life9, life10, super_life6, life7, death1]"
6156,0.0,0.0,0.0,0,1,['death6'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
6157,2.2,0.0,2.2,0,7,"['super_life8', 'life9', 'super_life6', 'super_life2', 'life3', 'super_life4', 'death1']","{'suits': {1: ['death1'], 2: ['super_life2'], 3: ['life3'], 4: ['super_life4'], 5: [], 6: ['super_life6'], 7: [], 8: ['super_life8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 0, 6: 1, 7: 0, 8: 1, 9: 1, 10: 0}",6,0,1,0,1,2.2,"[super_life8, life9, super_life6, super_life2, life3, super_life4, death1]"
6158,0.0,0.0,0.0,0,1,['death3'],"{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
6159,1.1,0.3,1.4,3,6,"['wild', 'life8', 'super_life2', 'life6', 'wild', 'death6']","{'suits': {1: [], 2: ['super_life2', 'wild'], 3: [], 4: [], 5: [], 6: ['life6', 'death6'], 7: [], 8: ['life8', 'wild'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 0, 4: 0, 5: 0, 6: 2, 7: 0, 8: 2, 9: 0, 10: 0}",3,2,1,0,2,1.1,"[wild, life8, super_life2, life6, wild, death6]"
6160,0.3,0.0,0.3,0,4,"['life3', 'life1', 'life6', 'death4']","{'suits': {1: ['life1'], 2: [], 3: ['life3'], 4: ['death4'], 5: [], 6: ['life6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 1, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",3,0,1,0,1,0.3,"[life3, life1, life6, death4]"
6161,0.4,0.2,0.6,2,5,"['life6', 'life9', 'life7', 'life7', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['life6', 'death6'], 7: ['life7', 'life7'], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 2, 8: 0, 9: 1, 10: 0}",4,0,1,0,2,0.4,"[life6, life9, life7, life7, death6]"
6162,2.9,1.1,4.0,3,12,"['super_life2', 'life9', 'wild', 'super_life3', 'super_life4', 'life9', 'life5', 'life2', 'super_life5', 'life7', 'wild', 'death6']","{'suits': {1: [], 2: ['super_life2', 'life2', 'wild'], 3: ['super_life3'], 4: ['super_life4'], 5: ['life5', 'super_life5'], 6: ['death6'], 7: ['life7'], 8: [], 9: ['life9', 'life9', 'wild'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 3, 3: 1, 4: 1, 5: 2, 6: 1, 7: 1, 8: 0, 9: 3, 10: 0}",9,2,1,0,3,2.9,"[super_life2, life9, wild, super_life3, super_life4, life9, life5, life2, super_life5, life7, wild, death6]"
6163,0.0,0.0,0.0,0,1,['super_death'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,1,0,0.0,0
6164,0.0,0.0,0.0,0,1,['death7'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
6165,0.0,0.0,0.0,0,1,['death1'],"{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
6166,0.0,0.0,0.0,0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
6167,0.0,0.0,0.0,2,11,"['super_life4', 'life7', 'super_life9', 'life6', 'life8', 'life4', 'super_life2', 'super_life1', 'wild', 'life2', 'super_death']","{'suits': {1: ['super_life1'], 2: ['super_life2', 'life2'], 3: [], 4: ['super_life4', 'life4', 'wild'], 5: [], 6: ['life6'], 7: ['life7'], 8: ['life8'], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 1, 2: 2, 3: 0, 4: 3, 5: 0, 6: 1, 7: 1, 8: 1, 9: 1, 10: 0}",9,1,1,1,3,2.7,"[super_life4, life7, super_life9, life6, life8, life4, super_life2, super_life1, wild, life2, super_death]"
6168,0.1,0.0,0.1,0,2,"['life8', 'death2']","{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",1,0,1,0,1,0.1,"[life8, death2]"
6169,0.4,0.2,0.6,2,5,"['life2', 'life7', 'life9', 'life2', 'death9']","{'suits': {1: [], 2: ['life2', 'life2'], 3: [], 4: [], 5: [], 6: [], 7: ['life7'], 8: [], 9: ['life9', 'death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 2, 10: 0}",4,0,1,0,2,0.4,"[life2, life7, life9, life2, death9]"
6170,0.7,0.2,0.9,2,7,"['life8', 'life10', 'life7', 'life9', 'wild', 'life5', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['life5'], 6: [], 7: ['life7', 'death7'], 8: ['life8', 'wild'], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 2, 8: 2, 9: 1, 10: 1}",5,1,1,0,2,0.7,"[life8, life10, life7, life9, wild, life5, death7]"
6171,0.0,0.0,0.0,0,1,['death9'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",0,0,1,0,1,0.0,0
6172,0.0,0.0,0.0,0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
6173,0.1,0.0,0.1,0,2,"['life6', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: ['life6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,1,0.1,"[life6, death3]"
6174,0.3,0.1,0.4,1,4,"['life5', 'life9', 'life10', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['life5', 'death5'], 6: [], 7: [], 8: [], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 2, 6: 0, 7: 0, 8: 0, 9: 1, 10: 1}",3,0,1,0,2,0.3,"[life5, life9, life10, death5]"
6175,0.0,0.0,0.0,0,1,['death6'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
6176,0.0,0.0,0.0,0,1,['super_death'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,1,0,0.0,0
6177,0.2,0.0,0.2,0,3,"['life3', 'life5', 'death8']","{'suits': {1: [], 2: [], 3: ['life3'], 4: [], 5: ['life5'], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",2,0,1,0,1,0.2,"[life3, life5, death8]"
6178,0.3,0.1,0.4,1,4,"['life9', 'life3', 'life6', 'death3']","{'suits': {1: [], 2: [], 3: ['life3', 'death3'], 4: [], 5: [], 6: ['life6'], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 2, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 1, 10: 0}",3,0,1,0,2,0.3,"[life9, life3, life6, death3]"
6179,0.0,0.0,0.0,0,1,['death7'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
6180,0.1,0.1,0.2,1,2,"['life9', 'death9']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['life9', 'death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 0}",1,0,1,0,2,0.1,"[life9, death9]"
6181,0.0,0.0,0.0,1,6,"['life3', 'life7', 'super_life3', 'life5', 'life6', 'super_death']","{'suits': {1: [], 2: [], 3: ['life3', 'super_life3'], 4: [], 5: ['life5'], 6: ['life6'], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 2, 4: 0, 5: 1, 6: 1, 7: 1, 8: 0, 9: 0, 10: 0}",5,0,1,1,2,0.9,"[life3, life7, super_life3, life5, life6, super_death]"
6182,1.9,0.1,2.0,1,8,"['super_life8', 'life7', 'super_life10', 'life9', 'life2', 'life3', 'super_life9', 'death4']","{'suits': {1: [], 2: ['life2'], 3: ['life3'], 4: ['death4'], 5: [], 6: [], 7: ['life7'], 8: ['super_life8'], 9: ['life9', 'super_life9'], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 1, 5: 0, 6: 0, 7: 1, 8: 1, 9: 2, 10: 1}",7,0,1,0,2,1.9,"[super_life8, life7, super_life10, life9, life2, life3, super_life9, death4]"
