player,game_number,bet,payout,lifestyle_bonus,total_payout,lifestyle_bonuses,total_return,available_bank,cards_drawn,draw_order,card_stack,suit_counts,life,wild,death,super_death,longest_suit_count,simulation_payout,simulation_return,simulation_bank
p20,35,20,2.9,1.2,4.1,3,82.0,100340.0,13,"['super_wild', 'life1', 'life10', 'life1', 'life8', 'super_life2', 'life8', 'life4', 'super_life5', 'life5', 'life3', 'life1', 'death6']","{'suits': {1: ['life1', 'life1', 'life1', 'super_wild'], 2: ['super_life2'], 3: ['life3'], 4: ['life4'], 5: ['super_life5', 'life5'], 6: ['death6'], 7: [], 8: ['life8', 'life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 4, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 0, 8: 2, 9: 0, 10: 1}",11,1,1,0,4,4.1,82.0,100770.0
p50,35,50,2.9,1.2,4.1,3,204.99999999999997,100850.0,13,"['super_wild', 'life1', 'life10', 'life1', 'life8', 'super_life2', 'life8', 'life4', 'super_life5', 'life5', 'life3', 'life1', 'death6']","{'suits': {1: ['life1', 'life1', 'life1', 'super_wild'], 2: ['super_life2'], 3: ['life3'], 4: ['life4'], 5: ['super_life5', 'life5'], 6: ['death6'], 7: [], 8: ['life8', 'life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 4, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 0, 8: 2, 9: 0, 10: 1}",11,1,1,0,4,4.1,204.99999999999997,101925.0
p100,35,100,2.9,1.2,4.1,3,409.99999999999994,101700.0,13,"['super_wild', 'life1', 'life10', 'life1', 'life8', 'super_life2', 'life8', 'life4', 'super_life5', 'life5', 'life3', 'life1', 'death6']","{'suits': {1: ['life1', 'life1', 'life1', 'super_wild'], 2: ['super_life2'], 3: ['life3'], 4: ['life4'], 5: ['super_life5', 'life5'], 6: ['death6'], 7: [], 8: ['life8', 'life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 4, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 0, 8: 2, 9: 0, 10: 1}",11,1,1,0,4,4.1,409.99999999999994,103850.0
p250,35,250,2.9,1.2,4.1,3,1025.0,104250.0,13,"['super_wild', 'life1', 'life10', 'life1', 'life8', 'super_life2', 'life8', 'life4', 'super_life5', 'life5', 'life3', 'life1', 'death6']","{'suits': {1: ['life1', 'life1', 'life1', 'super_wild'], 2: ['super_life2'], 3: ['life3'], 4: ['life4'], 5: ['super_life5', 'life5'], 6: ['death6'], 7: [], 8: ['life8', 'life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 4, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 0, 8: 2, 9: 0, 10: 1}",11,1,1,0,4,4.1,1025.0,109625.0
p10,36,10,2.3,0.6,2.9,2,29.0,100199.0,10,"['life1', 'super_wild', 'life3', 'life5', 'life7', 'super_life8', 'wild', 'life10', 'life6', 'death3']","{'suits': {1: ['life1', 'super_wild'], 2: [], 3: ['life3', 'death3', 'wild'], 4: [], 5: ['life5'], 6: ['life6'], 7: ['life7'], 8: ['super_life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 3, 4: 0, 5: 1, 6: 1, 7: 1, 8: 1, 9: 0, 10: 1}",7,2,1,0,3,3.3,33.0,100418.0
p20,36,20,2.3,0.6,2.9,2,58.0,100398.0,10,"['life1', 'super_wild', 'life3', 'life5', 'life7', 'super_life8', 'wild', 'life10', 'life6', 'death3']","{'suits': {1: ['life1', 'super_wild'], 2: [], 3: ['life3', 'death3', 'wild'], 4: [], 5: ['life5'], 6: ['life6'], 7: ['life7'], 8: ['super_life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 3, 4: 0, 5: 1, 6: 1, 7: 1, 8: 1, 9: 0, 10: 1}",7,2,1,0,3,3.3,66.0,100836.0
p50,36,50,2.3,0.6,2.9,2,145.0,100995.0,10,"['life1', 'super_wild', 'life3', 'life5', 'life7', 'super_life8', 'wild', 'life10', 'life6', 'death3']","{'suits': {1: ['life1', 'super_wild'], 2: [], 3: ['life3', 'death3', 'wild'], 4: [], 5: ['life5'], 6: ['life6'], 7: ['life7'], 8: ['super_life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 3, 4: 0, 5: 1, 6: 1, 7: 1, 8: 1, 9: 0, 10: 1}",7,2,1,0,3,3.3,165.0,102090.0
p100,36,100,2.3,0.6,2.9,2,290.0,101990.0,10,"['life1', 'super_wild', 'life3', 'life5', 'life7', 'super_life8', 'wild', 'life10', 'life6', 'death3']","{'suits': {1: ['life1', 'super_wild'], 2: [], 3: ['life3', 'death3', 'wild'], 4: [], 5: ['life5'], 6: ['life6'], 7: ['life7'], 8: ['super_life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 3, 4: 0, 5: 1, 6: 1, 7: 1, 8: 1, 9: 0, 10: 1}",7,2,1,0,3,3.3,330.0,104180.0
p250,36,250,2.3,0.6,2.9,2,725.0,104975.0,10,"['life1', 'super_wild', 'life3', 'life5', 'life7', 'super_life8', 'wild', 'life10', 'life6', 'death3']","{'suits': {1: ['life1', 'super_wild'], 2: [], 3: ['life3', 'death3', 'wild'], 4: [], 5: ['life5'], 6: ['life6'], 7: ['life7'], 8: ['super_life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 3, 4: 0, 5: 1, 6: 1, 7: 1, 8: 1, 9: 0, 10: 1}",7,2,1,0,3,3.3,825.0,110450.0
p10,37,10,0.0,0.0,0.0,1,0.0,100199.0,8,"['life1', 'life2', 'super_life4', 'life9', 'super_life9', 'super_life10', 'super_life7', 'super_death']","{'suits': {1: ['life1'], 2: ['life2'], 3: [], 4: ['super_life4'], 5: [], 6: [], 7: ['super_life7'], 8: [], 9: ['life9', 'super_life9'], 10: ['super_life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 1, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 1, 8: 0, 9: 2, 10: 1}",7,0,1,1,2,3.3,33.0,100451.0
p20,37,20,0.0,0.0,0.0,1,0.0,100398.0,8,"['life1', 'life2', 'super_life4', 'life9', 'super_life9', 'super_life10', 'super_life7', 'super_death']","{'suits': {1: ['life1'], 2: ['life2'], 3: [], 4: ['super_life4'], 5: [], 6: [], 7: ['super_life7'], 8: [], 9: ['life9', 'super_life9'], 10: ['super_life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 1, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 1, 8: 0, 9: 2, 10: 1}",7,0,1,1,2,3.3,66.0,100902.0
p50,37,50,0.0,0.0,0.0,1,0.0,100995.0,8,"['life1', 'life2', 'super_life4', 'life9', 'super_life9', 'super_life10', 'super_life7', 'super_death']","{'suits': {1: ['life1'], 2: ['life2'], 3: [], 4: ['super_life4'], 5: [], 6: [], 7: ['super_life7'], 8: [], 9: ['life9', 'super_life9'], 10: ['super_life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 1, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 1, 8: 0, 9: 2, 10: 1}",7,0,1,1,2,3.3,165.0,102255.0
p100,37,100,0.0,0.0,0.0,1,0.0,101990.0,8,"['life1', 'life2', 'super_life4', 'life9', 'super_life9', 'super_life10', 'super_life7', 'super_death']","{'suits': {1: ['life1'], 2: ['life2'], 3: [], 4: ['super_life4'], 5: [], 6: [], 7: ['super_life7'], 8: [], 9: ['life9', 'super_life9'], 10: ['super_life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 1, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 1, 8: 0, 9: 2, 10: 1}",7,0,1,1,2,3.3,330.0,104510.0
p250,37,250,0.0,0.0,0.0,1,0.0,104975.0,8,"['life1', 'life2', 'super_life4', 'life9', 'super_life9', 'super_life10', 'super_life7', 'super_death']","{'suits': {1: ['life1'], 2: ['life2'], 3: [], 4: ['super_life4'], 5: [], 6: [], 7: ['super_life7'], 8: [], 9: ['life9', 'super_life9'], 10: ['super_life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 1, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 1, 8: 0, 9: 2, 10: 1}",7,0,1,1,2,3.3,825.0,111275.0
p10,38,10,0.0,0.0,-1.0,0,-10.0,100189.0,1,['death2'],"{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,-1.0,-10.0,100441.0
p20,38,20,0.0,0.0,-1.0,0,-20.0,100378.0,1,['death2'],"{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,-1.0,-20.0,100882.0
p50,38,50,0.0,0.0,-1.0,0,-50.0,100945.0,1,['death2'],"{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,-1.0,-50.0,102205.0
p100,38,100,0.0,0.0,-1.0,0,-100.0,101890.0,1,['death2'],"{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,-1.0,-100.0,104410.0
p250,38,250,0.0,0.0,-1.0,0,-250.0,104725.0,1,['death2'],"{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,-1.0,-250.0,111025.0
p10,39,10,0.4,0.1,0.5,1,5.0,100194.0,5,"['life6', 'life6', 'life9', 'life10', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['life6', 'life6'], 7: ['death7'], 8: [], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 1, 8: 0, 9: 1, 10: 1}",4,0,1,0,2,1.4,14.0,100455.0
p20,39,20,0.4,0.1,0.5,1,10.0,100388.0,5,"['life6', 'life6', 'life9', 'life10', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['life6', 'life6'], 7: ['death7'], 8: [], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 1, 8: 0, 9: 1, 10: 1}",4,0,1,0,2,1.4,28.0,100910.0
p50,39,50,0.4,0.1,0.5,1,25.0,100970.0,5,"['life6', 'life6', 'life9', 'life10', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['life6', 'life6'], 7: ['death7'], 8: [], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 1, 8: 0, 9: 1, 10: 1}",4,0,1,0,2,1.4,70.0,102275.0
p100,39,100,0.4,0.1,0.5,1,50.0,101940.0,5,"['life6', 'life6', 'life9', 'life10', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['life6', 'life6'], 7: ['death7'], 8: [], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 1, 8: 0, 9: 1, 10: 1}",4,0,1,0,2,1.4,140.0,104550.0
p250,39,250,0.4,0.1,0.5,1,125.0,104850.0,5,"['life6', 'life6', 'life9', 'life10', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['life6', 'life6'], 7: ['death7'], 8: [], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 1, 8: 0, 9: 1, 10: 1}",4,0,1,0,2,1.4,350.0,111375.0
p10,40,10,1.0,0.1,1.1,1,11.0,100205.0,3,"['super_life10', 'super_life6', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['super_life6', 'death6'], 7: [], 8: [], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 0, 8: 0, 9: 0, 10: 1}",2,0,1,0,2,2.0,20.0,100475.0
p20,40,20,1.0,0.1,1.1,1,22.0,100410.0,3,"['super_life10', 'super_life6', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['super_life6', 'death6'], 7: [], 8: [], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 0, 8: 0, 9: 0, 10: 1}",2,0,1,0,2,2.0,40.0,100950.0
p50,40,50,1.0,0.1,1.1,1,55.00000000000001,101025.0,3,"['super_life10', 'super_life6', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['super_life6', 'death6'], 7: [], 8: [], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 0, 8: 0, 9: 0, 10: 1}",2,0,1,0,2,2.0,100.0,102375.0
p100,40,100,1.0,0.1,1.1,1,110.00000000000001,102050.0,3,"['super_life10', 'super_life6', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['super_life6', 'death6'], 7: [], 8: [], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 0, 8: 0, 9: 0, 10: 1}",2,0,1,0,2,2.0,200.0,104750.0
p250,40,250,1.0,0.1,1.1,1,275.0,105125.0,3,"['super_life10', 'super_life6', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['super_life6', 'death6'], 7: [], 8: [], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 0, 8: 0, 9: 0, 10: 1}",2,0,1,0,2,2.0,500.0,111875.0
p10,41,10,1.1,0.1,1.2,1,12.0,100217.0,4,"['super_life9', 'super_life8', 'life7', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['life7'], 8: ['super_life8', 'death8'], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 2, 9: 1, 10: 0}",3,0,1,0,2,2.1,21.0,100496.0
p20,41,20,1.1,0.1,1.2,1,24.0,100434.0,4,"['super_life9', 'super_life8', 'life7', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['life7'], 8: ['super_life8', 'death8'], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 2, 9: 1, 10: 0}",3,0,1,0,2,2.1,42.0,100992.0
p50,41,50,1.1,0.1,1.2,1,60.0,101085.0,4,"['super_life9', 'super_life8', 'life7', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['life7'], 8: ['super_life8', 'death8'], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 2, 9: 1, 10: 0}",3,0,1,0,2,2.1,105.0,102480.0
p100,41,100,1.1,0.1,1.2,1,120.0,102170.0,4,"['super_life9', 'super_life8', 'life7', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['life7'], 8: ['super_life8', 'death8'], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 2, 9: 1, 10: 0}",3,0,1,0,2,2.1,210.0,104960.0
p250,41,250,1.1,0.1,1.2,1,300.0,105425.0,4,"['super_life9', 'super_life8', 'life7', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['life7'], 8: ['super_life8', 'death8'], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 2, 9: 1, 10: 0}",3,0,1,0,2,2.1,525.0,112400.0
p10,42,10,0.8,0.0,0.8,0,8.0,100225.0,5,"['life2', 'life6', 'life8', 'super_life10', 'death7']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: [], 6: ['life6'], 7: ['death7'], 8: ['life8'], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 1, 9: 0, 10: 1}",4,0,1,0,1,0.8,8.0,100504.0
p20,42,20,0.8,0.0,0.8,0,16.0,100450.0,5,"['life2', 'life6', 'life8', 'super_life10', 'death7']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: [], 6: ['life6'], 7: ['death7'], 8: ['life8'], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 1, 9: 0, 10: 1}",4,0,1,0,1,0.8,16.0,101008.0
p50,42,50,0.8,0.0,0.8,0,40.0,101125.0,5,"['life2', 'life6', 'life8', 'super_life10', 'death7']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: [], 6: ['life6'], 7: ['death7'], 8: ['life8'], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 1, 9: 0, 10: 1}",4,0,1,0,1,0.8,40.0,102520.0
p100,42,100,0.8,0.0,0.8,0,80.0,102250.0,5,"['life2', 'life6', 'life8', 'super_life10', 'death7']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: [], 6: ['life6'], 7: ['death7'], 8: ['life8'], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 1, 9: 0, 10: 1}",4,0,1,0,1,0.8,80.0,105040.0
p250,42,250,0.8,0.0,0.8,0,200.0,105625.0,5,"['life2', 'life6', 'life8', 'super_life10', 'death7']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: [], 6: ['life6'], 7: ['death7'], 8: ['life8'], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 1, 9: 0, 10: 1}",4,0,1,0,1,0.8,200.0,112600.0
p10,43,10,0.1,0.1,0.2,1,2.0,100227.0,2,"['life8', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['life8', 'death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 2, 9: 0, 10: 0}",1,0,1,0,2,1.1,11.0,100515.0
p20,43,20,0.1,0.1,0.2,1,4.0,100454.0,2,"['life8', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['life8', 'death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 2, 9: 0, 10: 0}",1,0,1,0,2,1.1,22.0,101030.0
p50,43,50,0.1,0.1,0.2,1,10.0,101135.0,2,"['life8', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['life8', 'death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 2, 9: 0, 10: 0}",1,0,1,0,2,1.1,55.00000000000001,102575.0
p100,43,100,0.1,0.1,0.2,1,20.0,102270.0,2,"['life8', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['life8', 'death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 2, 9: 0, 10: 0}",1,0,1,0,2,1.1,110.00000000000001,105150.0
p250,43,250,0.1,0.1,0.2,1,50.0,105675.0,2,"['life8', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['life8', 'death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 2, 9: 0, 10: 0}",1,0,1,0,2,1.1,275.0,112875.0
p10,44,10,0.3,0.1,0.4,1,4.0,100231.0,4,"['life9', 'life6', 'life9', 'death1']","{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: ['life6'], 7: [], 8: [], 9: ['life9', 'life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 2, 10: 0}",3,0,1,0,2,1.3,13.0,100528.0
p20,44,20,0.3,0.1,0.4,1,8.0,100462.0,4,"['life9', 'life6', 'life9', 'death1']","{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: ['life6'], 7: [], 8: [], 9: ['life9', 'life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 2, 10: 0}",3,0,1,0,2,1.3,26.0,101056.0
p50,44,50,0.3,0.1,0.4,1,20.0,101155.0,4,"['life9', 'life6', 'life9', 'death1']","{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: ['life6'], 7: [], 8: [], 9: ['life9', 'life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 2, 10: 0}",3,0,1,0,2,1.3,65.0,102640.0
p100,44,100,0.3,0.1,0.4,1,40.0,102310.0,4,"['life9', 'life6', 'life9', 'death1']","{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: ['life6'], 7: [], 8: [], 9: ['life9', 'life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 2, 10: 0}",3,0,1,0,2,1.3,130.0,105280.0
p250,44,250,0.3,0.1,0.4,1,100.0,105775.0,4,"['life9', 'life6', 'life9', 'death1']","{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: ['life6'], 7: [], 8: [], 9: ['life9', 'life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 2, 10: 0}",3,0,1,0,2,1.3,325.0,113200.0
p10,45,10,0.1,0.1,0.2,1,2.0,100233.0,2,"['life1', 'death1']","{'suits': {1: ['life1', 'death1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,2,1.1,11.0,100539.0
p20,45,20,0.1,0.1,0.2,1,4.0,100466.0,2,"['life1', 'death1']","{'suits': {1: ['life1', 'death1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,2,1.1,22.0,101078.0
p50,45,50,0.1,0.1,0.2,1,10.0,101165.0,2,"['life1', 'death1']","{'suits': {1: ['life1', 'death1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,2,1.1,55.00000000000001,102695.0
p100,45,100,0.1,0.1,0.2,1,20.0,102330.0,2,"['life1', 'death1']","{'suits': {1: ['life1', 'death1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,2,1.1,110.00000000000001,105390.0
p250,45,250,0.1,0.1,0.2,1,50.0,105825.0,2,"['life1', 'death1']","{'suits': {1: ['life1', 'death1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,2,1.1,275.0,113475.0
p10,46,10,1.8,0.6,2.4,2,24.0,100257.0,9,"['life4', 'life9', 'life5', 'super_life5', 'wild', 'wild', 'super_life1', 'life3', 'death10']","{'suits': {1: ['super_life1'], 2: [], 3: ['life3'], 4: ['life4', 'wild'], 5: ['life5', 'super_life5', 'wild'], 6: [], 7: [], 8: [], 9: ['life9'], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 2, 5: 3, 6: 0, 7: 0, 8: 0, 9: 1, 10: 1}",6,2,1,0,3,2.8,28.0,100567.0
p20,46,20,1.8,0.6,2.4,2,48.0,100514.0,9,"['life4', 'life9', 'life5', 'super_life5', 'wild', 'wild', 'super_life1', 'life3', 'death10']","{'suits': {1: ['super_life1'], 2: [], 3: ['life3'], 4: ['life4', 'wild'], 5: ['life5', 'super_life5', 'wild'], 6: [], 7: [], 8: [], 9: ['life9'], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 2, 5: 3, 6: 0, 7: 0, 8: 0, 9: 1, 10: 1}",6,2,1,0,3,2.8,56.0,101134.0
