game_number,payout,lifestyle_bonus,total_payout,lifestyle_bonuses,cards_drawn,draw_order,card_stack,suit_counts,life,wild,death,super_death,longest_suit_count
3122,1.3,0.7,2.0,3,8,"['life8', 'life2', 'life4', 'wild', 'wild', 'super_life8', 'life10', 'death10']","{'suits': {1: [], 2: ['life2', 'wild'], 3: [], 4: ['life4'], 5: [], 6: [], 7: [], 8: ['life8', 'super_life8', 'wild'], 9: [], 10: ['life10', 'death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 3, 9: 0, 10: 2}",5,2,1,0,3
3123,0.9,0.1,1.0,1,6,"['life1', 'super_life7', 'life2', 'life8', 'life9', 'death9']","{'suits': {1: ['life1'], 2: ['life2'], 3: [], 4: [], 5: [], 6: [], 7: ['super_life7'], 8: ['life8'], 9: ['life9', 'death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 1, 9: 2, 10: 0}",5,0,1,0,2
3124,0.8,0.1,0.9,1,5,"['life7', 'life5', 'life6', 'super_life2', 'death5']","{'suits': {1: [], 2: ['super_life2'], 3: [], 4: [], 5: ['life5', 'death5'], 6: ['life6'], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 2, 6: 1, 7: 1, 8: 0, 9: 0, 10: 0}",4,0,1,0,2
3125,0.0,0.0,0.0,0,2,"['life5', 'super_death']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['life5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,1,1
3126,0.4,0.0,0.4,0,3,"['wild', 'wild', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': ['wild', 'wild'], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",0,2,1,0,1
3127,1.3,1.5,2.8,2,12,"['life5', 'life8', 'life4', 'wild', 'life6', 'life2', 'wild', 'life2', 'life3', 'life10', 'life10', 'death10']","{'suits': {1: [], 2: ['life2', 'life2', 'wild'], 3: ['life3'], 4: ['life4'], 5: ['life5'], 6: ['life6'], 7: [], 8: ['life8'], 9: [], 10: ['life10', 'life10', 'death10', 'wild']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 3, 3: 1, 4: 1, 5: 1, 6: 1, 7: 0, 8: 1, 9: 0, 10: 4}",9,2,1,0,4
3128,0.2,0.0,0.2,0,3,"['life5', 'life4', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: ['life5'], 6: ['death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",2,0,1,0,1
3129,0.1,0.0,0.1,0,2,"['life8', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 1, 9: 0, 10: 0}",1,0,1,0,1
3130,1.5,0.6,2.1,2,7,"['life4', 'life1', 'super_life5', 'wild', 'life4', 'super_life9', 'death5']","{'suits': {1: ['life1'], 2: [], 3: [], 4: ['life4', 'life4', 'wild'], 5: ['super_life5', 'death5'], 6: [], 7: [], 8: [], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 3, 5: 2, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",5,1,1,0,3
3131,2.4,0.1,2.5,1,8,"['life1', 'life5', 'wild', 'super_life3', 'super_life7', 'super_life6', 'super_life10', 'death9']","{'suits': {1: ['life1', 'wild'], 2: [], 3: ['super_life3'], 4: [], 5: ['life5'], 6: ['super_life6'], 7: ['super_life7'], 8: [], 9: ['death9'], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 1, 4: 0, 5: 1, 6: 1, 7: 1, 8: 0, 9: 1, 10: 1}",6,1,1,0,2
3132,0.0,0.0,0.0,0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
3133,0.6,0.2,0.8,2,6,"['life7', 'life6', 'wild', 'life8', 'life4', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: ['life6', 'death6'], 7: ['life7', 'wild'], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 2, 7: 2, 8: 1, 9: 0, 10: 0}",4,1,1,0,2
3134,0.0,0.0,0.0,0,1,['death9'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",0,0,1,0,1
3135,2.2,0.5,2.7,1,6,"['life6', 'super_life9', 'super_wild', 'life3', 'super_life3', 'death8']","{'suits': {1: [], 2: [], 3: ['life3', 'super_life3', 'super_wild'], 4: [], 5: [], 6: ['life6'], 7: [], 8: ['death8'], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 3, 4: 0, 5: 0, 6: 1, 7: 0, 8: 1, 9: 1, 10: 0}",4,1,1,0,3
3136,0.2,0.0,0.2,0,3,"['life9', 'life10', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 1}",2,0,1,0,1
3137,0.6,0.1,0.7,1,3,"['life1', 'super_life3', 'death1']","{'suits': {1: ['life1', 'death1'], 2: [], 3: ['super_life3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",2,0,1,0,2
3138,3.2,0.7,3.9,3,10,"['wild', 'life1', 'super_life9', 'life7', 'super_life2', 'super_wild', 'life2', 'super_life8', 'wild', 'death4']","{'suits': {1: ['life1', 'super_wild'], 2: ['super_life2', 'life2', 'wild'], 3: [], 4: ['death4'], 5: [], 6: [], 7: ['life7'], 8: ['super_life8'], 9: ['super_life9', 'wild'], 10: []}, 'wilds': [], 'super_death': []}","{1: 2, 2: 3, 3: 0, 4: 1, 5: 0, 6: 0, 7: 1, 8: 1, 9: 2, 10: 0}",6,3,1,0,3
3139,0.0,0.0,0.0,1,5,"['life4', 'wild', 'life6', 'life10', 'super_death']","{'suits': {1: [], 2: [], 3: [], 4: ['life4', 'wild'], 5: [], 6: ['life6'], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 2, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 1}",3,1,1,1,2
3140,0.1,0.0,0.1,0,2,"['life9', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",1,0,1,0,1
3141,0.0,0.0,0.0,1,8,"['life8', 'life6', 'life10', 'super_life7', 'life9', 'life9', 'life5', 'super_death']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['life5'], 6: ['life6'], 7: ['super_life7'], 8: ['life8'], 9: ['life9', 'life9'], 10: ['life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 1, 7: 1, 8: 1, 9: 2, 10: 1}",7,0,1,1,2
3142,0.5,0.1,0.6,1,2,"['super_life5', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['super_life5', 'death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 2, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,2
3143,0.1,0.0,0.1,0,2,"['life1', 'death5']","{'suits': {1: ['life1'], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,1
3144,0.0,0.0,0.0,0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
3145,0.2,0.0,0.2,0,3,"['life9', 'life6', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: ['life6'], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 1, 7: 0, 8: 0, 9: 1, 10: 0}",2,0,1,0,1
3146,0.1,0.0,0.1,0,2,"['life4', 'death2']","{'suits': {1: [], 2: ['death2'], 3: [], 4: ['life4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,1
3147,0.5,0.0,0.5,0,2,"['super_life10', 'death9']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 1}",1,0,1,0,1
3148,0.0,0.0,0.0,0,1,['super_death'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,1,0
3149,0.8,0.1,0.9,1,5,"['life7', 'life1', 'super_life6', 'life10', 'death1']","{'suits': {1: ['life1', 'death1'], 2: [], 3: [], 4: [], 5: [], 6: ['super_life6'], 7: ['life7'], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0, 9: 0, 10: 1}",4,0,1,0,2
3150,0.6,0.0,0.6,0,3,"['life2', 'super_life9', 'death8']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 1, 10: 0}",2,0,1,0,1
3151,0.8,0.1,0.9,1,5,"['life1', 'life2', 'super_life9', 'life7', 'death2']","{'suits': {1: ['life1'], 2: ['life2', 'death2'], 3: [], 4: [], 5: [], 6: [], 7: ['life7'], 8: [], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 2, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",4,0,1,0,2
3152,0.5,0.0,0.5,0,2,"['super_life3', 'death7']","{'suits': {1: [], 2: [], 3: ['super_life3'], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",1,0,1,0,1
3153,3.4,1.7,5.1,4,14,"['life6', 'wild', 'super_life9', 'life5', 'super_life6', 'life8', 'life2', 'life10', 'super_life2', 'super_life10', 'life4', 'super_life8', 'life8', 'death2']","{'suits': {1: [], 2: ['life2', 'super_life2', 'death2'], 3: [], 4: ['life4'], 5: ['life5'], 6: ['life6', 'super_life6'], 7: [], 8: ['life8', 'super_life8', 'life8', 'wild'], 9: ['super_life9'], 10: ['life10', 'super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 3, 3: 0, 4: 1, 5: 1, 6: 2, 7: 0, 8: 4, 9: 1, 10: 2}",12,1,1,0,4
3154,0.5,0.5,1.0,1,6,"['life3', 'life3', 'life3', 'life9', 'life5', 'death1']","{'suits': {1: ['death1'], 2: [], 3: ['life3', 'life3', 'life3'], 4: [], 5: ['life5'], 6: [], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 3, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",5,0,1,0,3
3155,0.0,0.0,0.0,0,1,['death6'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
3156,1.8,0.1,1.9,1,6,"['super_wild', 'life9', 'life10', 'super_life2', 'life8', 'death6']","{'suits': {1: [], 2: ['super_life2'], 3: [], 4: [], 5: [], 6: ['death6'], 7: [], 8: ['life8'], 9: ['life9', 'super_wild'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 1, 9: 2, 10: 1}",4,1,1,0,2
3157,0.1,0.0,0.1,0,2,"['life8', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: [], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",1,0,1,0,1
3158,0.9,0.2,1.1,2,6,"['life8', 'life6', 'super_life6', 'life10', 'life3', 'death8']","{'suits': {1: [], 2: [], 3: ['life3'], 4: [], 5: [], 6: ['life6', 'super_life6'], 7: [], 8: ['life8', 'death8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 2, 7: 0, 8: 2, 9: 0, 10: 1}",5,0,1,0,2
3159,0.3,0.0,0.3,0,4,"['life8', 'life5', 'life6', 'death10']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['life5'], 6: ['life6'], 7: [], 8: ['life8'], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 1, 7: 0, 8: 1, 9: 0, 10: 1}",3,0,1,0,1
3160,1.5,1.0,2.5,1,7,"['super_life5', 'life5', 'life1', 'wild', 'super_life3', 'life5', 'death9']","{'suits': {1: ['life1'], 2: [], 3: ['super_life3'], 4: [], 5: ['super_life5', 'life5', 'life5', 'wild'], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 0, 5: 4, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",5,1,1,0,4
3161,0.5,0.0,0.5,0,2,"['super_life4', 'death2']","{'suits': {1: [], 2: ['death2'], 3: [], 4: ['super_life4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,1
3162,0.0,0.0,0.0,1,6,"['life8', 'life8', 'super_life2', 'wild', 'life10', 'super_death']","{'suits': {1: [], 2: ['super_life2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['life8', 'life8', 'wild'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 3, 9: 0, 10: 1}",4,1,1,1,3
3163,1.6,0.6,2.2,2,8,"['super_life8', 'life6', 'super_life1', 'life10', 'life1', 'wild', 'life9', 'death8']","{'suits': {1: ['super_life1', 'life1', 'wild'], 2: [], 3: [], 4: [], 5: [], 6: ['life6'], 7: [], 8: ['super_life8', 'death8'], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 3, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 2, 9: 1, 10: 1}",6,1,1,0,3
3164,0.8,0.1,0.9,1,5,"['super_life6', 'life8', 'life2', 'life7', 'death6']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: [], 6: ['super_life6', 'death6'], 7: ['life7'], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 2, 7: 1, 8: 1, 9: 0, 10: 0}",4,0,1,0,2
3165,1.3,0.1,1.4,1,5,"['life6', 'wild', 'super_life4', 'super_life3', 'death2']","{'suits': {1: [], 2: ['death2'], 3: ['super_life3'], 4: ['super_life4'], 5: [], 6: ['life6', 'wild'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 1, 5: 0, 6: 2, 7: 0, 8: 0, 9: 0, 10: 0}",3,1,1,0,2
3166,1.2,0.4,1.6,4,9,"['life5', 'life6', 'life10', 'life8', 'life8', 'life6', 'super_life2', 'life10', 'death5']","{'suits': {1: [], 2: ['super_life2'], 3: [], 4: [], 5: ['life5', 'death5'], 6: ['life6', 'life6'], 7: [], 8: ['life8', 'life8'], 9: [], 10: ['life10', 'life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 2, 6: 2, 7: 0, 8: 2, 9: 0, 10: 2}",8,0,1,0,2
3167,2.0,0.6,2.6,2,8,"['life9', 'life7', 'wild', 'super_life5', 'super_life7', 'life5', 'super_life1', 'death4']","{'suits': {1: ['super_life1'], 2: [], 3: [], 4: ['death4'], 5: ['super_life5', 'life5'], 6: [], 7: ['life7', 'super_life7', 'wild'], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 1, 5: 2, 6: 0, 7: 3, 8: 0, 9: 1, 10: 0}",6,1,1,0,3
3168,1.0,0.1,1.1,1,7,"['super_life7', 'life8', 'life5', 'life9', 'life4', 'life5', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: ['life5', 'life5'], 6: ['death6'], 7: ['super_life7'], 8: ['life8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 2, 6: 1, 7: 1, 8: 1, 9: 1, 10: 0}",6,0,1,0,2
3169,1.0,0.0,1.0,0,3,"['super_life1', 'super_life3', 'death5']","{'suits': {1: ['super_life1'], 2: [], 3: ['super_life3'], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",2,0,1,0,1
3170,1.3,1.0,2.3,2,8,"['life4', 'wild', 'wild', 'super_life10', 'life8', 'life10', 'life4', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: ['life4', 'life4', 'wild'], 5: ['death5'], 6: [], 7: [], 8: ['life8'], 9: [], 10: ['super_life10', 'life10', 'wild']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 3, 5: 1, 6: 0, 7: 0, 8: 1, 9: 0, 10: 3}",5,2,1,0,3
3171,0.1,0.0,0.1,0,2,"['life1', 'death6']","{'suits': {1: ['life1'], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,1
3172,0.1,0.0,0.1,0,2,"['life8', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: [], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",1,0,1,0,1
3173,1.7,0.0,1.7,0,6,"['life1', 'super_life7', 'life2', 'super_life4', 'super_life5', 'death9']","{'suits': {1: ['life1'], 2: ['life2'], 3: [], 4: ['super_life4'], 5: ['super_life5'], 6: [], 7: ['super_life7'], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 1, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",5,0,1,0,1
3174,0.0,0.0,0.0,0,1,['death10'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",0,0,1,0,1
3175,0.1,0.1,0.2,1,2,"['life4', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['life4', 'death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 2, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,2
3176,1.7,1.0,2.7,1,5,"['super_life2', 'life8', 'life2', 'super_wild', 'death2']","{'suits': {1: [], 2: ['super_life2', 'life2', 'death2', 'super_wild'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 4, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",3,1,1,0,4
3177,3.1,1.6,4.7,3,15,"['life6', 'life1', 'life7', 'life9', 'life2', 'life2', 'super_life1', 'super_life7', 'life5', 'super_life2', 'life3', 'super_life8', 'wild', 'life7', 'death10']","{'suits': {1: ['life1', 'super_life1'], 2: ['life2', 'life2', 'super_life2'], 3: ['life3'], 4: [], 5: ['life5'], 6: ['life6'], 7: ['life7', 'super_life7', 'life7', 'wild'], 8: ['super_life8'], 9: ['life9'], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 3, 3: 1, 4: 0, 5: 1, 6: 1, 7: 4, 8: 1, 9: 1, 10: 1}",13,1,1,0,4
3178,0.0,0.0,0.0,0,1,['super_death'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,1,0
3179,0.9,0.1,1.0,1,5,"['super_life9', 'life10', 'life6', 'wild', 'death1']","{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: ['life6'], 7: [], 8: [], 9: ['super_life9', 'wild'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 2, 10: 1}",3,1,1,0,2
3180,0.2,0.0,0.2,0,3,"['life2', 'life3', 'death5']","{'suits': {1: [], 2: ['life2'], 3: ['life3'], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",2,0,1,0,1
3181,0.0,0.0,0.0,0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
3182,0.2,0.0,0.2,0,3,"['life6', 'life4', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: ['life6'], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 1, 7: 1, 8: 0, 9: 0, 10: 0}",2,0,1,0,1
3183,2.1,1.3,3.4,5,13,"['life2', 'life6', 'life2', 'life10', 'life5', 'life1', 'life7', 'life6', 'wild', 'super_life10', 'super_life7', 'life1', 'death10']","{'suits': {1: ['life1', 'life1'], 2: ['life2', 'life2', 'wild'], 3: [], 4: [], 5: ['life5'], 6: ['life6', 'life6'], 7: ['life7', 'super_life7'], 8: [], 9: [], 10: ['life10', 'super_life10', 'death10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 3, 3: 0, 4: 0, 5: 1, 6: 2, 7: 2, 8: 0, 9: 0, 10: 3}",11,1,1,0,3
3184,1.7,0.5,2.2,1,9,"['life4', 'life5', 'super_life2', 'super_life6', 'wild', 'life1', 'life7', 'life7', 'death8']","{'suits': {1: ['life1'], 2: ['super_life2'], 3: [], 4: ['life4'], 5: ['life5'], 6: ['super_life6'], 7: ['life7', 'life7', 'wild'], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 1, 5: 1, 6: 1, 7: 3, 8: 1, 9: 0, 10: 0}",7,1,1,0,3
3185,0.0,0.0,0.0,0,1,['death8'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",0,0,1,0,1
3186,1.1,0.6,1.7,2,7,"['life4', 'life6', 'life9', 'life1', 'super_life1', 'wild', 'death6']","{'suits': {1: ['life1', 'super_life1', 'wild'], 2: [], 3: [], 4: ['life4'], 5: [], 6: ['life6', 'death6'], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 3, 2: 0, 3: 0, 4: 1, 5: 0, 6: 2, 7: 0, 8: 0, 9: 1, 10: 0}",5,1,1,0,3
