game_number,payout,lifestyle_bonus,total_payout,lifestyle_bonuses,cards_drawn,draw_order,card_stack,suit_counts,life,wild,death,super_death,longest_suit_count
3057,1.1,0.5,1.6,1,7,"['life9', 'super_life8', 'life10', 'life9', 'wild', 'life5', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: ['life5'], 6: [], 7: [], 8: ['super_life8'], 9: ['life9', 'life9', 'wild'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 0, 7: 0, 8: 1, 9: 3, 10: 1}",5,1,1,0,3
3058,0.0,0.0,0.0,0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
3059,0.1,0.0,0.1,0,2,"['life8', 'death1']","{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",1,0,1,0,1
3060,1.1,0.2,1.3,2,7,"['life2', 'life8', 'wild', 'life9', 'super_life3', 'life1', 'death3']","{'suits': {1: ['life1'], 2: ['life2', 'wild'], 3: ['super_life3', 'death3'], 4: [], 5: [], 6: [], 7: [], 8: ['life8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 2, 3: 2, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 1, 10: 0}",5,1,1,0,2
3061,0.2,0.1,0.3,1,3,"['life5', 'life10', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['life5', 'death5'], 6: [], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 2, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",2,0,1,0,2
3062,0.0,0.0,0.0,0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
3063,0.3,0.2,0.5,2,4,"['life5', 'life5', 'life8', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['life5', 'life5'], 6: [], 7: [], 8: ['life8', 'death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 2, 6: 0, 7: 0, 8: 2, 9: 0, 10: 0}",3,0,1,0,2
3064,0.6,0.0,0.6,0,3,"['super_life4', 'life9', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: ['super_life4'], 5: ['death5'], 6: [], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",2,0,1,0,1
3065,0.0,0.0,0.0,2,5,"['super_life3', 'life6', 'wild', 'super_wild', 'super_death']","{'suits': {1: [], 2: [], 3: ['super_life3', 'wild'], 4: [], 5: [], 6: ['life6', 'super_wild'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 2, 4: 0, 5: 0, 6: 2, 7: 0, 8: 0, 9: 0, 10: 0}",2,2,1,1,2
3066,1.8,1.1,2.9,2,10,"['life6', 'super_wild', 'life6', 'life9', 'life10', 'life10', 'life3', 'life10', 'life2', 'death4']","{'suits': {1: [], 2: ['life2'], 3: ['life3'], 4: ['death4'], 5: [], 6: ['life6', 'life6'], 7: [], 8: [], 9: ['life9'], 10: ['life10', 'life10', 'life10', 'super_wild']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 1, 5: 0, 6: 2, 7: 0, 8: 0, 9: 1, 10: 4}",8,1,1,0,4
3067,3.0,0.4,3.4,4,11,"['super_life9', 'life5', 'life7', 'super_life5', 'life10', 'super_life1', 'super_life4', 'super_life6', 'life1', 'life4', 'death9']","{'suits': {1: ['super_life1', 'life1'], 2: [], 3: [], 4: ['super_life4', 'life4'], 5: ['life5', 'super_life5'], 6: ['super_life6'], 7: ['life7'], 8: [], 9: ['super_life9', 'death9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 0, 4: 2, 5: 2, 6: 1, 7: 1, 8: 0, 9: 2, 10: 1}",10,0,1,0,2
3068,0.0,0.0,0.0,0,1,['death10'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",0,0,1,0,1
3069,0.0,0.0,0.0,0,1,['death5'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
3070,1.3,0.2,1.5,2,6,"['life6', 'life6', 'super_life4', 'life1', 'super_life7', 'death4']","{'suits': {1: ['life1'], 2: [], 3: [], 4: ['super_life4', 'death4'], 5: [], 6: ['life6', 'life6'], 7: ['super_life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 2, 5: 0, 6: 2, 7: 1, 8: 0, 9: 0, 10: 0}",5,0,1,0,2
3071,0.3,0.1,0.4,1,3,"['wild', 'life2', 'death5']","{'suits': {1: [], 2: ['life2', 'wild'], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,1,1,0,2
3072,0.3,0.1,0.4,1,4,"['life7', 'life9', 'life10', 'death10']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['life7'], 8: [], 9: ['life9'], 10: ['life10', 'death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 2}",3,0,1,0,2
3073,2.1,0.2,2.3,2,10,"['super_life9', 'life7', 'super_life10', 'life2', 'life1', 'super_life8', 'life1', 'life4', 'life3', 'death3']","{'suits': {1: ['life1', 'life1'], 2: ['life2'], 3: ['life3', 'death3'], 4: ['life4'], 5: [], 6: [], 7: ['life7'], 8: ['super_life8'], 9: ['super_life9'], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 1, 3: 2, 4: 1, 5: 0, 6: 0, 7: 1, 8: 1, 9: 1, 10: 1}",9,0,1,0,2
3074,0.0,0.0,0.0,1,3,"['super_wild', 'life6', 'super_death']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['life6', 'super_wild'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 0, 8: 0, 9: 0, 10: 0}",1,1,1,1,2
3075,0.1,0.0,0.1,0,2,"['life3', 'death9']","{'suits': {1: [], 2: [], 3: ['life3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",1,0,1,0,1
3076,0.0,0.0,0.0,1,4,"['super_life7', 'life4', 'life4', 'super_death']","{'suits': {1: [], 2: [], 3: [], 4: ['life4', 'life4'], 5: [], 6: [], 7: ['super_life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 2, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",3,0,1,1,2
3077,2.0,0.7,2.7,3,13,"['life9', 'life8', 'super_life5', 'life2', 'life3', 'life9', 'life9', 'life4', 'life7', 'super_life2', 'life10', 'life4', 'death1']","{'suits': {1: ['death1'], 2: ['life2', 'super_life2'], 3: ['life3'], 4: ['life4', 'life4'], 5: ['super_life5'], 6: [], 7: ['life7'], 8: ['life8'], 9: ['life9', 'life9', 'life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 2, 3: 1, 4: 2, 5: 1, 6: 0, 7: 1, 8: 1, 9: 3, 10: 1}",12,0,1,0,3
3078,0.0,0.0,0.0,0,1,['death8'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",0,0,1,0,1
3079,0.9,0.3,1.2,3,10,"['life2', 'life10', 'life3', 'life5', 'life10', 'life7', 'life4', 'life9', 'life9', 'death2']","{'suits': {1: [], 2: ['life2', 'death2'], 3: ['life3'], 4: ['life4'], 5: ['life5'], 6: [], 7: ['life7'], 8: [], 9: ['life9', 'life9'], 10: ['life10', 'life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 1, 4: 1, 5: 1, 6: 0, 7: 1, 8: 0, 9: 2, 10: 2}",9,0,1,0,2
3080,0.0,0.0,0.0,0,1,['death10'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",0,0,1,0,1
3081,0.3,0.1,0.4,1,4,"['life3', 'life5', 'life2', 'death2']","{'suits': {1: [], 2: ['life2', 'death2'], 3: ['life3'], 4: [], 5: ['life5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 1, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",3,0,1,0,2
3082,0.7,0.1,0.8,1,4,"['life5', 'super_life5', 'life6', 'death10']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['life5', 'super_life5'], 6: ['life6'], 7: [], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 2, 6: 1, 7: 0, 8: 0, 9: 0, 10: 1}",3,0,1,0,2
3083,1.8,0.2,2.0,2,7,"['life4', 'super_life4', 'life6', 'super_life8', 'life5', 'super_life1', 'death5']","{'suits': {1: ['super_life1'], 2: [], 3: [], 4: ['life4', 'super_life4'], 5: ['life5', 'death5'], 6: ['life6'], 7: [], 8: ['super_life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 2, 5: 2, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",6,0,1,0,2
3084,0.0,0.0,0.0,0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
3085,0.2,0.0,0.2,0,3,"['life2', 'life6', 'death9']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: [], 6: ['life6'], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 1, 10: 0}",2,0,1,0,1
3086,0.8,0.2,1.0,2,5,"['super_life1', 'life8', 'life1', 'life3', 'death8']","{'suits': {1: ['super_life1', 'life1'], 2: [], 3: ['life3'], 4: [], 5: [], 6: [], 7: [], 8: ['life8', 'death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 2, 9: 0, 10: 0}",4,0,1,0,2
3087,0.0,0.0,0.0,0,1,['death10'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",0,0,1,0,1
3088,0.2,0.0,0.2,0,3,"['life10', 'life3', 'death2']","{'suits': {1: [], 2: ['death2'], 3: ['life3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",2,0,1,0,1
3089,1.2,0.3,1.5,3,9,"['life10', 'super_life4', 'life4', 'life1', 'life1', 'life7', 'life8', 'life2', 'death2']","{'suits': {1: ['life1', 'life1'], 2: ['life2', 'death2'], 3: [], 4: ['super_life4', 'life4'], 5: [], 6: [], 7: ['life7'], 8: ['life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 2, 3: 0, 4: 2, 5: 0, 6: 0, 7: 1, 8: 1, 9: 0, 10: 1}",8,0,1,0,2
3090,0.2,0.0,0.2,0,3,"['life10', 'life3', 'death2']","{'suits': {1: [], 2: ['death2'], 3: ['life3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",2,0,1,0,1
3091,1.4,0.0,1.4,0,7,"['life5', 'life7', 'super_life10', 'life1', 'super_life8', 'life2', 'death9']","{'suits': {1: ['life1'], 2: ['life2'], 3: [], 4: [], 5: ['life5'], 6: [], 7: ['life7'], 8: ['super_life8'], 9: ['death9'], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 1, 9: 1, 10: 1}",6,0,1,0,1
3092,0.0,0.0,0.0,0,1,['death10'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",0,0,1,0,1
3093,1.3,0.0,1.3,0,6,"['life1', 'life9', 'super_life6', 'life10', 'super_life7', 'death4']","{'suits': {1: ['life1'], 2: [], 3: [], 4: ['death4'], 5: [], 6: ['super_life6'], 7: ['super_life7'], 8: [], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 1, 5: 0, 6: 1, 7: 1, 8: 0, 9: 1, 10: 1}",5,0,1,0,1
3094,0.0,0.0,0.0,0,1,['death5'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
3095,0.7,0.0,0.7,0,4,"['life3', 'life4', 'super_life6', 'death10']","{'suits': {1: [], 2: [], 3: ['life3'], 4: ['life4'], 5: [], 6: ['super_life6'], 7: [], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 1, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 1}",3,0,1,0,1
3096,0.5,0.0,0.5,0,2,"['super_life9', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",1,0,1,0,1
3097,0.0,0.0,0.0,0,1,['death2'],"{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
3098,2.9,0.7,3.6,3,9,"['life8', 'super_wild', 'super_life1', 'super_life5', 'life9', 'super_life8', 'life10', 'life9', 'death10']","{'suits': {1: ['super_life1'], 2: [], 3: [], 4: [], 5: ['super_life5'], 6: [], 7: [], 8: ['life8', 'super_life8', 'super_wild'], 9: ['life9', 'life9'], 10: ['life10', 'death10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 3, 9: 2, 10: 2}",7,1,1,0,3
3099,0.8,0.2,1.0,2,9,"['life4', 'life7', 'life8', 'life6', 'life2', 'life10', 'life9', 'life8', 'death2']","{'suits': {1: [], 2: ['life2', 'death2'], 3: [], 4: ['life4'], 5: [], 6: ['life6'], 7: ['life7'], 8: ['life8', 'life8'], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 0, 4: 1, 5: 0, 6: 1, 7: 1, 8: 2, 9: 1, 10: 1}",8,0,1,0,2
3100,1.4,0.7,2.1,3,11,"['life6', 'life3', 'life10', 'life7', 'life5', 'super_life4', 'life8', 'life6', 'life3', 'life7', 'death7']","{'suits': {1: [], 2: [], 3: ['life3', 'life3'], 4: ['super_life4'], 5: ['life5'], 6: ['life6', 'life6'], 7: ['life7', 'life7', 'death7'], 8: ['life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 2, 4: 1, 5: 1, 6: 2, 7: 3, 8: 1, 9: 0, 10: 1}",10,0,1,0,3
3101,0.0,0.0,0.0,0,1,['death8'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",0,0,1,0,1
3102,1.1,0.1,1.2,1,4,"['super_life9', 'life6', 'super_life7', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['life6'], 7: ['super_life7', 'death7'], 8: [], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 2, 8: 0, 9: 1, 10: 0}",3,0,1,0,2
3103,0.3,0.1,0.4,1,3,"['wild', 'life2', 'death4']","{'suits': {1: [], 2: ['life2', 'wild'], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,1,1,0,2
3104,0.0,0.0,0.0,0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
3105,0.0,0.0,0.0,0,1,['death8'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",0,0,1,0,1
3106,0.0,0.0,0.0,0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
3107,0.3,0.0,0.3,0,4,"['life9', 'life10', 'life7', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: ['life7'], 8: [], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 1}",3,0,1,0,1
3108,1.5,0.2,1.7,2,8,"['life3', 'life8', 'super_life1', 'life6', 'life1', 'super_life3', 'life10', 'death5']","{'suits': {1: ['super_life1', 'life1'], 2: [], 3: ['life3', 'super_life3'], 4: [], 5: ['death5'], 6: ['life6'], 7: [], 8: ['life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 2, 4: 0, 5: 1, 6: 1, 7: 0, 8: 1, 9: 0, 10: 1}",7,0,1,0,2
3109,1.4,0.8,2.2,4,14,"['life3', 'life10', 'life5', 'life7', 'life7', 'life1', 'life2', 'life6', 'life6', 'life3', 'life4', 'wild', 'life10', 'death8']","{'suits': {1: ['life1'], 2: ['life2'], 3: ['life3', 'life3', 'wild'], 4: ['life4'], 5: ['life5'], 6: ['life6', 'life6'], 7: ['life7', 'life7'], 8: ['death8'], 9: [], 10: ['life10', 'life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 3, 4: 1, 5: 1, 6: 2, 7: 2, 8: 1, 9: 0, 10: 2}",12,1,1,0,3
3110,1.5,0.5,2.0,1,7,"['super_life3', 'life10', 'super_life6', 'life3', 'life1', 'wild', 'death4']","{'suits': {1: ['life1'], 2: [], 3: ['super_life3', 'life3', 'wild'], 4: ['death4'], 5: [], 6: ['super_life6'], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 3, 4: 1, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 1}",5,1,1,0,3
3111,0.0,0.0,0.0,0,1,['death10'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",0,0,1,0,1
3112,0.6,0.0,0.6,0,3,"['super_life9', 'life7', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['life7'], 8: ['death8'], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 1, 9: 1, 10: 0}",2,0,1,0,1
3113,0.3,0.1,0.4,1,3,"['wild', 'life2', 'death7']","{'suits': {1: [], 2: ['life2', 'wild'], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",1,1,1,0,2
3114,3.2,1.1,4.3,2,12,"['life10', 'life10', 'super_life7', 'super_life10', 'super_wild', 'life2', 'super_life5', 'life6', 'life8', 'life3', 'life4', 'death7']","{'suits': {1: [], 2: ['life2'], 3: ['life3'], 4: ['life4'], 5: ['super_life5'], 6: ['life6'], 7: ['super_life7', 'death7'], 8: ['life8'], 9: [], 10: ['life10', 'life10', 'super_life10', 'super_wild']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 2, 8: 1, 9: 0, 10: 4}",10,1,1,0,4
3115,0.0,0.0,0.0,0,1,['death1'],"{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
3116,1.2,0.5,1.7,1,8,"['super_life8', 'life8', 'life9', 'life1', 'life10', 'life2', 'wild', 'death3']","{'suits': {1: ['life1'], 2: ['life2'], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: ['super_life8', 'life8', 'wild'], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 3, 9: 1, 10: 1}",6,1,1,0,3
3117,1.4,0.5,1.9,1,6,"['life10', 'super_life4', 'wild', 'super_life10', 'life8', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: ['super_life4'], 5: [], 6: [], 7: [], 8: ['life8'], 9: [], 10: ['life10', 'super_life10', 'wild']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 3}",4,1,1,0,3
3118,1.9,0.6,2.5,2,7,"['super_life1', 'life10', 'super_wild', 'life9', 'life1', 'life6', 'death6']","{'suits': {1: ['super_life1', 'life1', 'super_wild'], 2: [], 3: [], 4: [], 5: [], 6: ['life6', 'death6'], 7: [], 8: [], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 3, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 0, 8: 0, 9: 1, 10: 1}",5,1,1,0,3
3119,0.4,0.1,0.5,1,5,"['life6', 'life2', 'life2', 'life8', 'death1']","{'suits': {1: ['death1'], 2: ['life2', 'life2'], 3: [], 4: [], 5: [], 6: ['life6'], 7: [], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 2, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",4,0,1,0,2
3120,1.3,0.1,1.4,1,5,"['life9', 'wild', 'super_life10', 'super_life5', 'death1']","{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: ['super_life5'], 6: [], 7: [], 8: [], 9: ['life9', 'wild'], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 2, 10: 1}",3,1,1,0,2
3121,3.6,1.2,4.8,4,14,"['super_life2', 'life8', 'super_life1', 'life6', 'wild', 'life3', 'life5', 'life9', 'life1', 'super_wild', 'super_life4', 'life4', 'wild', 'death6']","{'suits': {1: ['super_life1', 'life1', 'wild'], 2: ['super_life2', 'wild'], 3: ['life3'], 4: ['super_life4', 'life4', 'super_wild'], 5: ['life5'], 6: ['life6', 'death6'], 7: [], 8: ['life8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 3, 2: 2, 3: 1, 4: 3, 5: 1, 6: 2, 7: 0, 8: 1, 9: 1, 10: 0}",10,3,1,0,3
